id,wiek,plec,staz_pracy_lat,typ_instytucji,stanowisko,pyt1_korzysci_ai,pyt2_obawy_ai,pyt3_przyszlosc,pyt1_dlugosc,pyt2_dlugosc,pyt3_dlugosc,jezyk
99,36,M,11,archiwum,informatyk,"Widze duzy potencjal w automatyzacji rutynowych zadan, lepszym wyszukiwaniu i nowych uslugach dla uzytkownikow.","Widze duzy potencjal w automatyzacji rutynowych zadan, lepszym wyszukiwaniu i nowych uslugach dla uzytkownikow.","Widze duzy potencjal w automatyzacji rutynowych zadan, lepszym wyszukiwaniu i nowych uslugach dla uzytkownikow.",111,111,111,pl
100,53,K,33,muzeum,bibliotekarz,"W odniesieniu do pytania: Jakie korzysci widzi Pan/Pani z zastosowania AI w instytucjach kultury? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jakie obawy budzi w Panu/Pani zastosowanie AI w Pana/Pani pracy? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jak wyobraza sobie Pan/Pani swoja instytucje za 5 lat w kontekscie AI? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.",191,184,190,pl
101,28,M,10,biblioteka_akademicka,inny,"W odniesieniu do pytania: Jakie korzysci widzi Pan/Pani z zastosowania AI w instytucjach kultury? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jakie obawy budzi w Panu/Pani zastosowanie AI w Pana/Pani pracy? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jak wyobraza sobie Pan/Pani swoja instytucje za 5 lat w kontekscie AI? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.",191,184,190,pl
102,36,K,13,biblioteka_akademicka,katalogujacy,"Widze pewne zastosowania, ale obawiam sie bledow, utraty kompetencji i braku przejrzystosci decyzji.","Widze pewne zastosowania, ale obawiam sie bledow, utraty kompetencji i braku przejrzystosci decyzji.","Widze pewne zastosowania, ale obawiam sie bledow, utraty kompetencji i braku przejrzystosci decyzji.",100,100,100,pl
103,49,K,16,biblioteka_publiczna,inny,"W odniesieniu do pytania: Jakie korzysci widzi Pan/Pani z zastosowania AI w instytucjach kultury? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jakie obawy budzi w Panu/Pani zastosowanie AI w Pana/Pani pracy? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jak wyobraza sobie Pan/Pani swoja instytucje za 5 lat w kontekscie AI? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.",191,184,190,pl
104,33,M,34,muzeum,katalogujacy,"W odniesieniu do pytania: Jakie korzysci widzi Pan/Pani z zastosowania AI w instytucjach kultury? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jakie obawy budzi w Panu/Pani zastosowanie AI w Pana/Pani pracy? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jak wyobraza sobie Pan/Pani swoja instytucje za 5 lat w kontekscie AI? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.",191,184,190,pl
105,29,M,27,archiwum,bibliotekarz,"Widze pewne zastosowania, ale obawiam sie bledow, utraty kompetencji i braku przejrzystosci decyzji.","Widze pewne zastosowania, ale obawiam sie bledow, utraty kompetencji i braku przejrzystosci decyzji.","Widze pewne zastosowania, ale obawiam sie bledow, utraty kompetencji i braku przejrzystosci decyzji.",100,100,100,pl
106,42,M,33,biblioteka_publiczna,inny,"W odniesieniu do pytania: Jakie korzysci widzi Pan/Pani z zastosowania AI w instytucjach kultury? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jakie obawy budzi w Panu/Pani zastosowanie AI w Pana/Pani pracy? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jak wyobraza sobie Pan/Pani swoja instytucje za 5 lat w kontekscie AI? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.",191,184,190,pl
107,33,K,17,biblioteka_publiczna,katalogujacy,"W odniesieniu do pytania: Jakie korzysci widzi Pan/Pani z zastosowania AI w instytucjach kultury? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jakie obawy budzi w Panu/Pani zastosowanie AI w Pana/Pani pracy? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jak wyobraza sobie Pan/Pani swoja instytucje za 5 lat w kontekscie AI? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.",191,184,190,pl
108,22,K,39,biblioteka_publiczna,informatyk,Trudno mi teraz odpowiedziec jednoznacznie. To zalezy od konkretnych narzedzi i decyzji instytucji.,Trudno mi teraz odpowiedziec jednoznacznie. To zalezy od konkretnych narzedzi i decyzji instytucji.,Trudno mi teraz odpowiedziec jednoznacznie. To zalezy od konkretnych narzedzi i decyzji instytucji.,99,99,99,pl
109,55,K,20,muzeum,kierownik,"W odniesieniu do pytania: Jakie korzysci widzi Pan/Pani z zastosowania AI w instytucjach kultury? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jakie obawy budzi w Panu/Pani zastosowanie AI w Pana/Pani pracy? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jak wyobraza sobie Pan/Pani swoja instytucje za 5 lat w kontekscie AI? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.",191,184,190,pl
110,64,K,17,muzeum,katalogujacy,"W odniesieniu do pytania: Jakie korzysci widzi Pan/Pani z zastosowania AI w instytucjach kultury? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jakie obawy budzi w Panu/Pani zastosowanie AI w Pana/Pani pracy? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jak wyobraza sobie Pan/Pani swoja instytucje za 5 lat w kontekscie AI? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.",191,184,190,pl
111,55,K,3,archiwum,bibliotekarz,Trudno mi teraz odpowiedziec jednoznacznie. To zalezy od konkretnych narzedzi i decyzji instytucji.,Trudno mi teraz odpowiedziec jednoznacznie. To zalezy od konkretnych narzedzi i decyzji instytucji.,Trudno mi teraz odpowiedziec jednoznacznie. To zalezy od konkretnych narzedzi i decyzji instytucji.,99,99,99,pl
112,41,K,38,biblioteka_akademicka,kierownik,"W odniesieniu do pytania: Jakie korzysci widzi Pan/Pani z zastosowania AI w instytucjach kultury? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jakie obawy budzi w Panu/Pani zastosowanie AI w Pana/Pani pracy? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jak wyobraza sobie Pan/Pani swoja instytucje za 5 lat w kontekscie AI? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.",191,184,190,pl
113,64,K,16,biblioteka_publiczna,informatyk,"W odniesieniu do pytania: Jakie korzysci widzi Pan/Pani z zastosowania AI w instytucjach kultury? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jakie obawy budzi w Panu/Pani zastosowanie AI w Pana/Pani pracy? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jak wyobraza sobie Pan/Pani swoja instytucje za 5 lat w kontekscie AI? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.",191,184,190,pl
114,25,M,0,muzeum,bibliotekarz,"W odniesieniu do pytania: Jakie korzysci widzi Pan/Pani z zastosowania AI w instytucjach kultury? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jakie obawy budzi w Panu/Pani zastosowanie AI w Pana/Pani pracy? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jak wyobraza sobie Pan/Pani swoja instytucje za 5 lat w kontekscie AI? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.",191,184,190,pl
115,55,K,28,biblioteka_publiczna,bibliotekarz,"W odniesieniu do pytania: Jakie korzysci widzi Pan/Pani z zastosowania AI w instytucjach kultury? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jakie obawy budzi w Panu/Pani zastosowanie AI w Pana/Pani pracy? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jak wyobraza sobie Pan/Pani swoja instytucje za 5 lat w kontekscie AI? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.",191,184,190,pl
116,61,M,12,biblioteka_publiczna,informatyk,"W odniesieniu do pytania: Jakie korzysci widzi Pan/Pani z zastosowania AI w instytucjach kultury? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jakie obawy budzi w Panu/Pani zastosowanie AI w Pana/Pani pracy? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jak wyobraza sobie Pan/Pani swoja instytucje za 5 lat w kontekscie AI? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.",191,184,190,pl
117,64,M,9,muzeum,kierownik,"Widze pewne zastosowania, ale obawiam sie bledow, utraty kompetencji i braku przejrzystosci decyzji.","Widze pewne zastosowania, ale obawiam sie bledow, utraty kompetencji i braku przejrzystosci decyzji.","Widze pewne zastosowania, ale obawiam sie bledow, utraty kompetencji i braku przejrzystosci decyzji.",100,100,100,pl
118,22,M,31,muzeum,kierownik,"AI moze byc pomocna, ale wymaga ostroznosci.","AI moze byc pomocna, ale wymaga ostroznosci.","AI moze byc pomocna, ale wymaga ostroznosci.",44,44,44,pl
119,53,M,29,archiwum,inny,Trudno mi teraz odpowiedziec jednoznacznie. To zalezy od konkretnych narzedzi i decyzji instytucji.,Trudno mi teraz odpowiedziec jednoznacznie. To zalezy od konkretnych narzedzi i decyzji instytucji.,Trudno mi teraz odpowiedziec jednoznacznie. To zalezy od konkretnych narzedzi i decyzji instytucji.,99,99,99,pl
120,55,M,34,muzeum,informatyk,"Widze duzy potencjal w automatyzacji rutynowych zadan, lepszym wyszukiwaniu i nowych uslugach dla uzytkownikow.","Widze duzy potencjal w automatyzacji rutynowych zadan, lepszym wyszukiwaniu i nowych uslugach dla uzytkownikow.","Widze duzy potencjal w automatyzacji rutynowych zadan, lepszym wyszukiwaniu i nowych uslugach dla uzytkownikow.",111,111,111,pl
121,45,M,27,muzeum,katalogujacy,"W odniesieniu do pytania: Jakie korzysci widzi Pan/Pani z zastosowania AI w instytucjach kultury? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jakie obawy budzi w Panu/Pani zastosowanie AI w Pana/Pani pracy? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jak wyobraza sobie Pan/Pani swoja instytucje za 5 lat w kontekscie AI? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.",191,184,190,pl
122,43,K,19,archiwum,kierownik,"Widze duzy potencjal w automatyzacji rutynowych zadan, lepszym wyszukiwaniu i nowych uslugach dla uzytkownikow.","Widze duzy potencjal w automatyzacji rutynowych zadan, lepszym wyszukiwaniu i nowych uslugach dla uzytkownikow.","Widze duzy potencjal w automatyzacji rutynowych zadan, lepszym wyszukiwaniu i nowych uslugach dla uzytkownikow.",111,111,111,pl
123,46,K,37,archiwum,bibliotekarz,"W odniesieniu do pytania: Jakie korzysci widzi Pan/Pani z zastosowania AI w instytucjach kultury? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jakie obawy budzi w Panu/Pani zastosowanie AI w Pana/Pani pracy? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jak wyobraza sobie Pan/Pani swoja instytucje za 5 lat w kontekscie AI? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.",191,184,190,pl
124,25,K,40,biblioteka_akademicka,kierownik,"W odniesieniu do pytania: Jakie korzysci widzi Pan/Pani z zastosowania AI w instytucjach kultury? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jakie obawy budzi w Panu/Pani zastosowanie AI w Pana/Pani pracy? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jak wyobraza sobie Pan/Pani swoja instytucje za 5 lat w kontekscie AI? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.",191,184,190,pl
125,41,K,8,muzeum,informatyk,"W odniesieniu do pytania: Jakie korzysci widzi Pan/Pani z zastosowania AI w instytucjach kultury? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jakie obawy budzi w Panu/Pani zastosowanie AI w Pana/Pani pracy? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jak wyobraza sobie Pan/Pani swoja instytucje za 5 lat w kontekscie AI? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.",191,184,190,pl
126,32,K,8,biblioteka_publiczna,kierownik,"W odniesieniu do pytania: Jakie korzysci widzi Pan/Pani z zastosowania AI w instytucjach kultury? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jakie obawy budzi w Panu/Pani zastosowanie AI w Pana/Pani pracy? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jak wyobraza sobie Pan/Pani swoja instytucje za 5 lat w kontekscie AI? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.",191,184,190,pl
127,54,M,39,archiwum,katalogujacy,"W odniesieniu do pytania: Jakie korzysci widzi Pan/Pani z zastosowania AI w instytucjach kultury? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jakie obawy budzi w Panu/Pani zastosowanie AI w Pana/Pani pracy? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jak wyobraza sobie Pan/Pani swoja instytucje za 5 lat w kontekscie AI? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.",191,184,190,pl
128,59,K,36,biblioteka_akademicka,bibliotekarz,"W odniesieniu do pytania: Jakie korzysci widzi Pan/Pani z zastosowania AI w instytucjach kultury? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jakie obawy budzi w Panu/Pani zastosowanie AI w Pana/Pani pracy? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jak wyobraza sobie Pan/Pani swoja instytucje za 5 lat w kontekscie AI? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.",191,184,190,pl
129,39,K,3,archiwum,katalogujacy,"W odniesieniu do pytania: Jakie korzysci widzi Pan/Pani z zastosowania AI w instytucjach kultury? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jakie obawy budzi w Panu/Pani zastosowanie AI w Pana/Pani pracy? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jak wyobraza sobie Pan/Pani swoja instytucje za 5 lat w kontekscie AI? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.",191,184,190,pl
130,28,K,23,biblioteka_publiczna,inny,"W odniesieniu do pytania: Jakie korzysci widzi Pan/Pani z zastosowania AI w instytucjach kultury? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jakie obawy budzi w Panu/Pani zastosowanie AI w Pana/Pani pracy? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jak wyobraza sobie Pan/Pani swoja instytucje za 5 lat w kontekscie AI? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.",191,184,190,pl
131,62,M,2,biblioteka_akademicka,inny,"W odniesieniu do pytania: Jakie korzysci widzi Pan/Pani z zastosowania AI w instytucjach kultury? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jakie obawy budzi w Panu/Pani zastosowanie AI w Pana/Pani pracy? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jak wyobraza sobie Pan/Pani swoja instytucje za 5 lat w kontekscie AI? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.",191,184,190,pl
132,50,K,38,biblioteka_publiczna,bibliotekarz,"W odniesieniu do pytania: Jakie korzysci widzi Pan/Pani z zastosowania AI w instytucjach kultury? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jakie obawy budzi w Panu/Pani zastosowanie AI w Pana/Pani pracy? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jak wyobraza sobie Pan/Pani swoja instytucje za 5 lat w kontekscie AI? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.",191,184,190,pl
133,41,K,25,muzeum,kierownik,"W odniesieniu do pytania: Jakie korzysci widzi Pan/Pani z zastosowania AI w instytucjach kultury? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jakie obawy budzi w Panu/Pani zastosowanie AI w Pana/Pani pracy? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jak wyobraza sobie Pan/Pani swoja instytucje za 5 lat w kontekscie AI? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.",191,184,190,pl
134,54,M,6,biblioteka_akademicka,katalogujacy,"Widze duzy potencjal w automatyzacji rutynowych zadan, lepszym wyszukiwaniu i nowych uslugach dla uzytkownikow.","Widze duzy potencjal w automatyzacji rutynowych zadan, lepszym wyszukiwaniu i nowych uslugach dla uzytkownikow.","Widze duzy potencjal w automatyzacji rutynowych zadan, lepszym wyszukiwaniu i nowych uslugach dla uzytkownikow.",111,111,111,pl
135,29,K,13,biblioteka_akademicka,katalogujacy,"Widze duzy potencjal w automatyzacji rutynowych zadan, lepszym wyszukiwaniu i nowych uslugach dla uzytkownikow.","Widze duzy potencjal w automatyzacji rutynowych zadan, lepszym wyszukiwaniu i nowych uslugach dla uzytkownikow.","Widze duzy potencjal w automatyzacji rutynowych zadan, lepszym wyszukiwaniu i nowych uslugach dla uzytkownikow.",111,111,111,pl
136,38,K,31,biblioteka_publiczna,informatyk,"W odniesieniu do pytania: Jakie korzysci widzi Pan/Pani z zastosowania AI w instytucjach kultury? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jakie obawy budzi w Panu/Pani zastosowanie AI w Pana/Pani pracy? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jak wyobraza sobie Pan/Pani swoja instytucje za 5 lat w kontekscie AI? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.",191,184,190,pl
137,59,K,13,biblioteka_akademicka,informatyk,"W odniesieniu do pytania: Jakie korzysci widzi Pan/Pani z zastosowania AI w instytucjach kultury? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jakie obawy budzi w Panu/Pani zastosowanie AI w Pana/Pani pracy? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jak wyobraza sobie Pan/Pani swoja instytucje za 5 lat w kontekscie AI? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.",191,184,190,pl
138,30,I,2,muzeum,kierownik,"W odniesieniu do pytania: Jakie korzysci widzi Pan/Pani z zastosowania AI w instytucjach kultury? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jakie obawy budzi w Panu/Pani zastosowanie AI w Pana/Pani pracy? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jak wyobraza sobie Pan/Pani swoja instytucje za 5 lat w kontekscie AI? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.",191,184,190,pl
139,54,M,36,biblioteka_publiczna,informatyk,"AI moze byc pomocna, ale wymaga ostroznosci.","AI moze byc pomocna, ale wymaga ostroznosci.","AI moze byc pomocna, ale wymaga ostroznosci.",44,44,44,pl
140,48,K,11,archiwum,bibliotekarz,"W odniesieniu do pytania: Jakie korzysci widzi Pan/Pani z zastosowania AI w instytucjach kultury? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jakie obawy budzi w Panu/Pani zastosowanie AI w Pana/Pani pracy? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jak wyobraza sobie Pan/Pani swoja instytucje za 5 lat w kontekscie AI? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.",191,184,190,pl
141,24,K,25,biblioteka_akademicka,kierownik,"W odniesieniu do pytania: Jakie korzysci widzi Pan/Pani z zastosowania AI w instytucjach kultury? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jakie obawy budzi w Panu/Pani zastosowanie AI w Pana/Pani pracy? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jak wyobraza sobie Pan/Pani swoja instytucje za 5 lat w kontekscie AI? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.",191,184,190,pl
142,65,K,31,archiwum,informatyk,"W odniesieniu do pytania: Jakie korzysci widzi Pan/Pani z zastosowania AI w instytucjach kultury? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jakie obawy budzi w Panu/Pani zastosowanie AI w Pana/Pani pracy? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jak wyobraza sobie Pan/Pani swoja instytucje za 5 lat w kontekscie AI? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.",191,184,190,pl
143,48,M,18,biblioteka_publiczna,inny,"AI moze byc pomocna, ale wymaga ostroznosci.","AI moze byc pomocna, ale wymaga ostroznosci.","AI moze byc pomocna, ale wymaga ostroznosci.",44,44,44,pl
144,54,K,17,biblioteka_publiczna,inny,"W odniesieniu do pytania: Jakie korzysci widzi Pan/Pani z zastosowania AI w instytucjach kultury? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jakie obawy budzi w Panu/Pani zastosowanie AI w Pana/Pani pracy? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jak wyobraza sobie Pan/Pani swoja instytucje za 5 lat w kontekscie AI? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.",191,184,190,pl
145,63,M,24,archiwum,inny,"W odniesieniu do pytania: Jakie korzysci widzi Pan/Pani z zastosowania AI w instytucjach kultury? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jakie obawy budzi w Panu/Pani zastosowanie AI w Pana/Pani pracy? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jak wyobraza sobie Pan/Pani swoja instytucje za 5 lat w kontekscie AI? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.",191,184,190,pl
146,31,M,22,biblioteka_publiczna,inny,"W odniesieniu do pytania: Jakie korzysci widzi Pan/Pani z zastosowania AI w instytucjach kultury? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jakie obawy budzi w Panu/Pani zastosowanie AI w Pana/Pani pracy? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jak wyobraza sobie Pan/Pani swoja instytucje za 5 lat w kontekscie AI? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.",191,184,190,pl
147,60,K,27,muzeum,katalogujacy,"W odniesieniu do pytania: Jakie korzysci widzi Pan/Pani z zastosowania AI w instytucjach kultury? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jakie obawy budzi w Panu/Pani zastosowanie AI w Pana/Pani pracy? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.","W odniesieniu do pytania: Jak wyobraza sobie Pan/Pani swoja instytucje za 5 lat w kontekscie AI? uwazam, ze AI moze wspierac prace, ale powinna pozostac narzedziem kontrolowanym przez ludzi.",191,184,190,pl
